ID_Ativo,Frequencia_Falhas,Tempo_Operacao,Numero_Clientes_Afetados,Tipo_Ativo,Localidade,Historico_Manutencao,Impacto_DEC_FEC,Data_Evento,Frequencia_Falhas_Norm,Tempo_Operacao_Norm,Impacto_DEC_FEC_Norm,Numero_Clientes_Afetados_Norm,Criticidade,Criticidade_Cenário 1,Criticidade_Cenário 2
A-0860,1,17.6,200,Seccionalizador,Zona Oeste,Não,5.72,2016-09-30,0.125,0.36554621848739505,0.11982248520710059,0.15789473684210525,0.17484546294381972,0.1507908410950802,0.19890008479255922
A-0861,4,5.2,1000,Cabo,Zona Oeste,Sim,31.75,2020-03-11,0.5,0.1050420168067227,0.6699070160608622,1.0,0.5219805081796032,0.561476306498931,0.4824847098602755
A-0862,0,28.2,200,Religador,Centro,Não,3.39,2024-09-05,0.0,0.5882352941176471,0.0705832628909552,0.15789473684210525,0.15461151137502652,0.0957879819632618,0.2134350407867912
A-0863,3,2.9,500,Cabo,Zona Norte,Não,19.64,2023-03-26,0.375,0.05672268907563025,0.4139898562975486,0.47368421052631576,0.3329099157570222,0.3647376468494592,0.3010821846645852
A-0864,1,11.9,200,Transformador,Zona Sul,Sim,5.7,2022-03-22,0.125,0.24579831932773114,0.11939983093829248,0.15789473684210525,0.15076908683124451,0.1386892548984714,0.1628489187640176
A-0865,2,4.8,200,Isolador,Centro,Sim,14.79,2023-08-28,0.25,0.09663865546218488,0.3114961961115807,0.15789473684210525,0.22856606361012172,0.24390219806390323,0.2132299291563402
A-0866,4,3.7,100,Cabo,Centro,Não,18.85,2023-09-26,0.5,0.07352941176470588,0.3972950126796281,0.05263157894736842,0.33915754405156645,0.3818046028750958,0.296510485228037
A-0867,2,3.8,500,Religador,Zona Oeste,Sim,12.89,2024-08-26,0.25,0.07563025210084033,0.2713440405748098,0.47368421052631576,0.24389768364524259,0.2613346584351586,0.22646070885532663
A-0868,1,0.3,500,Transformador,Zona Oeste,Sim,8.35,2024-12-19,0.125,0.0021008403361344537,0.17540152155536767,0.47368421052631576,0.15040904558646878,0.16269896155285532,0.13811912962008221
A-0869,1,3.4,100,Cabo,Zona Oeste,Não,5.29,2022-06-07,0.125,0.06722689075630252,0.11073541842772612,0.05263157894736842,0.10192916157431518,0.10770647249868494,0.09615185064994543
A-0870,2,15.1,200,Seccionalizador,Zona Sul,Não,15.17,2016-11-01,0.25,0.31302521008403367,0.3195266272189349,0.15789473684210525,0.27425250386669775,0.26794998285829436,0.2805550248751011
A-0871,1,14.2,200,Isolador,Zona Sul,Não,7.65,2024-12-01,0.125,0.29411764705882354,0.16060862214708369,0.15789473684210525,0.17279558974010034,0.155883825034218,0.1897073544459827
A-0872,2,2.8,200,Transformador,Zona Norte,Sim,13.45,2023-10-30,0.25,0.0546218487394958,0.283178360101437,0.15789473684210525,0.2116673514625408,0.2312051665885912,0.19212953633649035
A-0873,1,11.8,1000,Cabo,Centro,Sim,11.55,2023-02-14,0.125,0.2436974789915967,0.24302620456466612,1.0,0.2716473571677192,0.25977760926855953,0.2835171050668788
A-0874,2,4.5,200,Transformador,Centro,Sim,13.26,2022-11-11,0.25,0.09033613445378152,0.2791631445477599,0.15789473684210525,0.21760564393929482,0.23357203049391664,0.20163925738467295
A-0875,0,1.2,200,Seccionalizador,Zona Sul,Não,1.77,2024-06-14,0.0,0.02100840336134454,0.03634826711749788,0.15789473684210525,0.0308956344917288,0.028794794155594345,0.032996474827863255
A-0876,1,15.2,50,Religador,Zona Sul,Não,7.92,2019-01-03,0.125,0.3151260504201681,0.16631445477599324,0.0,0.1629195465168316,0.14390694147481478,0.1819321515588484
A-0877,4,16.7,50,Cabo,Zona Oeste,Não,17.94,2011-04-16,0.5,0.3466386554621849,0.37806424344885886,0.0,0.38274700412709467,0.39808313858087613,0.3674108696733131
A-0878,3,5.3,100,Transformador,Zona Oeste,Sim,15.44,2021-03-11,0.375,0.10714285714285715,0.32523245984784444,0.05263157894736842,0.2742614672776616,0.3010471815633759,0.2474757529919473
A-0879,2,18.3,50,Transformador,Zona Oeste,Não,11.48,2013-05-21,0.25,0.3802521008403362,0.2415469146238377,0.0,0.24851449455521857,0.23548928447118495,0.2615397046392522
A-0880,2,7.8,500,Transformador,Zona Oeste,Sim,16.44,2024-01-18,0.25,0.1596638655462185,0.3463651732882502,0.47368421052631576,0.28321074614835035,0.2922443595937285,0.27417713270297217
A-0881,1,9.0,500,Religador,Centro,Sim,10.18,2018-11-23,0.125,0.18487394957983197,0.21407438715131022,0.47368421052631576,0.19856552711399103,0.19257813215600783,0.20455292207197423
A-0882,5,7.4,100,Transformador,Zona Sul,Não,27.96,2021-08-06,0.625,0.1512605042016807,0.5898140321217245,0.05263157894736842,0.4624594683715903,0.5098334179514222,0.41508551879175837
A-0883,0,2.7,500,Isolador,Zona Norte,Sim,3.93,2024-05-27,0.0,0.05252100840336135,0.08199492814877431,0.47368421052631576,0.08247110117793614,0.07721900033760001,0.08772320201827227
A-0884,2,6.8,100,Isolador,Centro,Não,13.08,2020-04-08,0.25,0.13865546218487396,0.2753592561284869,0.05263157894736842,0.2156020271702577,0.2267364809517703,0.20446757338874508
A-0885,3,2.8,200,Transformador,Zona Oeste,Não,20.2,2024-02-09,0.375,0.0546218487394958,0.4258241758241758,0.15789473684210525,0.30446109617936246,0.3364989113054128,0.272423281053312
A-0886,1,12.2,100,Isolador,Zona Oeste,Não,4.62,2016-03-24,0.125,0.2521008403361345,0.09657650042265427,0.05263157894736842,0.13465627608876002,0.12194619205514658,0.14736636012237347
A-0887,2,13.1,200,Cabo,Centro,Não,12.42,2021-12-13,0.25,0.2710084033613446,0.26141166525781906,0.15789473684210525,0.24841465393382517,0.2463138135976907,0.2505154942699596
A-0888,4,1.1,100,Isolador,Centro,Não,22.15,2024-07-30,0.5,0.01890756302521009,0.467032967032967,0.05263157894736842,0.34915456060966893,0.3972638043071479,0.30104531691218994
A-0889,3,12.7,200,Transformador,Zona Sul,Não,18.91,2020-11-14,0.375,0.26260504201680673,0.3985629754860524,0.15789473684210525,0.33787937473338764,0.3491188705317069,0.32663987893506824
A-0890,2,7.8,200,Seccionalizador,Zona Sul,Sim,11.49,2020-03-19,0.25,0.1596638655462185,0.24175824175824176,0.15789473684210525,0.22024971932092674,0.2292833327663049,0.2112161058755486
A-0891,1,1.5,1000,Cabo,Zona Oeste,Não,8.43,2024-04-12,0.125,0.027310924369747903,0.17709213863060014,1.0,0.20858982646312962,0.21835873402615483,0.19882091890010442
A-0892,3,9.6,50,Religador,Centro,Não,13.48,2016-05-11,0.375,0.19747899159663868,0.2838123415046492,0.0,0.2746395007707225,0.29239160161105865,0.25688739993038634
A-0893,2,6.2,100,Transformador,Centro,Não,12.07,2022-05-25,0.25,0.12605042016806725,0.25401521555367707,0.05263157894736842,0.20667780659445342,0.21907276457764668,0.19428284861126013
A-0894,1,4.6,50,Religador,Centro,Não,8.09,2022-10-16,0.125,0.09243697478991597,0.1699070160608622,0.0,0.11945949977624186,0.12271580229725025,0.11620319725523345
A-0895,0,2.9,200,Seccionalizador,Centro,Sim,4.66,2023-03-18,0.0,0.05672268907563025,0.0974218089602705,0.15789473684210525,0.05636055418741773,0.0506882852798547,0.062032823094980746
A-0896,0,10.8,50,Religador,Centro,Sim,3.75,2020-04-19,0.0,0.22268907563025217,0.07819103972950127,0.0,0.06799512704490082,0.045726219481875593,0.09026403460792602
A-0897,2,8.8,500,Transformador,Zona Oeste,Sim,16.65,2021-09-25,0.25,0.18067226890756308,0.35080304311073535,0.47368421052631576,0.2887437877673648,0.2956765608766085,0.2818110146581211
A-0898,0,9.2,200,Transformador,Zona Norte,Não,2.35,2018-03-27,0.0,0.18907563025210086,0.04860524091293322,0.15789473684210525,0.06818617200851067,0.04927860898330058,0.08709373503372075
A-0899,1,17.8,200,Seccionalizador,Zona Norte,Não,7.25,2020-06-02,0.125,0.36974789915966394,0.1521555367709214,0.15789473684210525,0.18538571454741973,0.16091092463145334,0.2098605044633861
A-0900,0,22.4,200,Transformador,Centro,Não,1.96,2009-05-01,0.0,0.4663865546218488,0.040363482671174976,0.15789473684210525,0.12117582940993278,0.0745371739477479,0.16781448487211764
A-0901,0,0.9,100,Seccionalizador,Centro,Sim,3.08,2024-12-19,0.0,0.014705882352941178,0.06403212172442942,0.05263157894736842,0.0274139708826539,0.025943382647359785,0.02888455911794802
A-0902,2,10.9,100,Seccionalizador,Zona Oeste,Sim,9.85,2019-02-15,0.25,0.22478991596638662,0.2071005917159763,0.05263157894736842,0.21235131860280707,0.2148723270061684,0.2098303101994457
A-0903,2,5.4,200,Transformador,Zona Sul,Não,13.5,2022-10-03,0.25,0.10924369747899161,0.2842349957734573,0.15789473684210525,0.22290871191204603,0.23698434216414688,0.20883308165994519
A-0904,4,12.1,200,Isolador,Zona Sul,Não,24.54,2022-02-17,0.5,0.25000000000000006,0.5175401521555367,0.15789473684210525,0.4210515193308716,0.44605151933087156,0.39605151933087157
A-0905,4,4.3,100,Seccionalizador,Zona Norte,Não,20.66,2021-05-11,0.5,0.0861344537815126,0.43554522400676243,0.05263157894736842,0.3531536158530681,0.39454017047491685,0.31176706123121933
A-0906,0,28.1,100,Transformador,Zona Norte,Não,4.77,2003-10-09,0.0,0.5861344537815127,0.09974640743871513,0.05263157894736842,0.15241397088265393,0.09380052550450266,0.2110274162608052
A-0907,2,12.4,1000,Isolador,Zona Norte,Sim,16.86,2023-05-20,0.25,0.2563025210084034,0.3552409129332206,1.0,0.3578327780816469,0.3572025259808065,0.35846303018248715
A-0908,1,7.1,50,Seccionalizador,Zona Norte,Não,5.03,2022-01-14,0.125,0.14495798319327732,0.10524091293322063,0.0,0.11056387051862165,0.10856807219929392,0.11255966883794938
A-0909,2,18.5,500,Isolador,Zona Oeste,Não,14.83,2016-11-27,0.25,0.3844537815126051,0.31234150464919697,0.47368421052631576,0.3179616287499117,0.3045162505986512,0.3314070069011722
A-0910,1,3.9,500,Cabo,Centro,Não,9.59,2024-03-02,0.125,0.07773109243697479,0.2016060862214708,0.47368421052631576,0.17339646540646778,0.1781233561627703,0.16866957465016524
A-0911,0,12.8,100,Cabo,Zona Sul,Não,1.62,2018-07-29,0.0,0.26470588235294124,0.03317836010143702,0.05263157894736842,0.0681578423957562,0.041687254160462074,0.09462843063105031
A-0912,4,6.9,100,Isolador,Centro,Não,18.86,2020-04-17,0.5,0.14075630252100843,0.3975063398140321,0.05263157894736842,0.35266632034314815,0.3885906900910473,0.316741950595249
A-0913,4,7.7,100,Seccionalizador,Zona Sul,Não,21.38,2021-11-17,0.5,0.15756302521008406,0.4507607776838546,0.05263157894736842,0.37200399624191005,0.40624769372090164,0.3377602987629184
A-0914,1,35.3,200,Transformador,Zona Oeste,Não,10.04,2011-02-07,0.125,0.7373949579831932,0.2111158072696534,0.15789473684210525,0.2766032074617452,0.21536371166342588,0.3378427032600645
A-0915,1,11.0,200,Religador,Zona Sul,Não,7.73,2018-02-03,0.125,0.22689075630252106,0.16229923922231615,0.15789473684210525,0.15985739671140958,0.1496683210811575,0.17004647234166168
A-0916,3,4.3,500,Transformador,Zona Norte,Não,23.18,2022-08-31,0.375,0.0861344537815126,0.4887996618765849,0.47368421052631576,0.3612352103719096,0.3901217649937583,0.3323486557500608
A-0917,6,7.5,1000,Religador,Zona Oeste,Sim,45.63,2023-01-17,0.75,0.15336134453781514,0.9632290786136941,1.0,0.7196409924916713,0.7793048580378897,0.6599771269454527
A-0918,1,4.5,200,Religador,Zona Sul,Não,6.04,2024-08-26,0.125,0.09033613445378152,0.12658495350803042,0.15789473684210525,0.12183218662737597,0.1252985731819978,0.11836580007275412
A-0919,1,5.0,100,Seccionalizador,Centro,Não,8.16,2024-12-13,0.125,0.10084033613445378,0.1713863060016906,0.05263157894736842,0.1268471169221348,0.1292630833086894,0.12443115053558015
A-0920,3,9.1,100,Isolador,Centro,Sim,16.02,2022-11-20,0.375,0.18697478991596642,0.33748943364327977,0.05263157894736842,0.29390494597091404,0.3127074669793174,0.2751024249625107
A-0921,3,4.7,500,Transformador,Zona Sul,Não,19.9,2021-01-11,0.375,0.09453781512605043,0.41948436179205406,0.47368421052631576,0.34212129261545793,0.37016751110285284,0.3140750741280629
A-0922,1,18.5,100,Isolador,Zona Sul,Sim,8.05,2008-09-05,0.125,0.3844537815126051,0.16906170752324598,0.05263157894736842,0.18287242645423166,0.15692704830297113,0.20881780460549215
A-0923,2,7.0,50,Cabo,Zona Norte,Sim,11.58,2020-09-18,0.25,0.14285714285714288,0.24366018596787825,0.0,0.20166948436179205,0.21238377007607775,0.19095519864750635
A-0924,2,7.9,500,Seccionalizador,Zona Norte,Sim,13.33,2018-09-17,0.25,0.16176470588235298,0.28064243448858833,0.47368421052631576,0.26391409257567866,0.2727376219874434,0.255090563163914
A-0925,1,5.3,200,Seccionalizador,Zona Oeste,Não,9.88,2020-03-02,0.125,0.10714285714285715,0.2077345731191885,0.15789473684210525,0.1495384170485385,0.1513241313342528,0.1477527027628242
A-0926,2,2.6,1000,Cabo,Centro,Não,17.57,2024-11-14,0.25,0.05042016806722689,0.3702451394759087,1.0,0.321157575456218,0.34111555864949533,0.3011995922629407
A-0927,2,3.0,200,Transformador,Zona Norte,Não,15.27,2024-10-18,0.25,0.05882352941176471,0.3216398985629755,0.15789473684210525,0.22404614913545612,0.24316379619427964,0.20492850207663257
A-0928,2,9.8,50,Cabo,Centro,Não,9.45,2023-02-20,0.25,0.20168067226890762,0.198647506339814,0.0,0.19993038635572574,0.20476231912883497,0.1950984535826165
A-0929,2,6.4,1000,Transformador,Zona Oeste,Não,18.51,2024-12-18,0.25,0.13025210084033614,0.3901098901098901,1.0,0.34308338720103426,0.35505817711700066,0.33110859728506786
A-0930,2,10.3,100,Religador,Centro,Sim,11.07,2020-01-24,0.25,0.21218487394957988,0.23288250211327133,0.05263157894736842,0.21756488331863422,0.22134639592367622,0.21378337071359219
A-0931,1,16.8,200,Seccionalizador,Zona Sul,Sim,5.57,2021-11-27,0.125,0.3487394957983194,0.11665257819103973,0.15789473684210525,0.17053314630118632,0.14815919672135439,0.1929070958810183
A-0932,1,4.5,200,Transformador,Centro,Não,9.12,2021-11-10,0.125,0.09033613445378152,0.1916737109044801,0.15789473684210525,0.14135881384631085,0.1448252004009327,0.13789242729168902
A-0933,5,31.3,50,Isolador,Zona Sul,Não,23.18,2001-03-18,0.625,0.6533613445378152,0.4887996618765849,0.0,0.5273121674705386,0.524476033016757,0.53014830192432
A-0934,3,3.5,200,Isolador,Zona Oeste,Não,18.9,2022-10-27,0.375,0.06932773109243698,0.3983516483516483,0.15789473684210525,0.29916051440819247,0.3297277412989487,0.2685932875174361
A-0935,3,2.9,100,Seccionalizador,Zona Norte,Não,16.29,2023-08-04,0.375,0.05672268907563025,0.3431952662721893,0.05263157894736842,0.2695662755915197,0.30139400668395666,0.23773854449908272
A-0936,1,15.3,200,Cabo,Zona Norte,Não,5.46,2020-06-08,0.125,0.3172268907563026,0.1143279797125951,0.15789473684210525,0.1635332457492496,0.1443105566736193,0.18275593482487984
A-0937,2,8.1,200,Cabo,Zona Norte,Sim,13.73,2017-04-12,0.25,0.16596638655462187,0.2890955198647506,0.15789473684210525,0.23571140695456008,0.2441147682990979,0.22730804561002227
A-0938,7,4.3,500,Transformador,Zona Norte,Não,45.6,2024-11-27,0.875,0.0861344537815126,0.9625950972104819,0.47368421052631576,0.7033738409720787,0.7822603955939273,0.62448728635023
A-0939,2,2.6,500,Cabo,Zona Oeste,Não,15.23,2024-09-24,0.25,0.05042016806722689,0.32079459002535926,0.47368421052631576,0.2536908316736847,0.273648814866962,0.23373284848040743
A-0940,2,3.6,100,Seccionalizador,Centro,Não,11.38,2024-06-24,0.25,0.07142857142857144,0.23943364327979713,0.05263157894736842,0.19137896516439026,0.2092361080215331,0.17352182230724741
A-0941,3,8.6,200,Transformador,Zona Sul,Sim,20.74,2020-02-26,0.375,0.17647058823529416,0.43723584108199487,0.15789473684210525,0.3322543436558678,0.3521072848323384,0.31240140247939724
A-0942,0,20.7,200,Religador,Centro,Não,3.02,2024-05-04,0.0,0.43067226890756305,0.06276415891800508,0.15789473684210525,0.12075317514112467,0.07768594825036836,0.16382040203188097
A-0943,2,1.6,100,Cabo,Centro,Não,12.98,2024-07-04,0.25,0.02941176470588236,0.27324598478444634,0.05263157894736842,0.1931193062712472,0.21517812980065898,0.17106048274183544
A-0944,2,9.2,500,Cabo,Zona Norte,Sim,17.11,2022-02-25,0.25,0.18907563025210086,0.360524091293322,0.47368421052631576,0.29334077449104834,0.2994332114658383,0.28724833751625845
A-0945,2,13.8,500,Transformador,Zona Norte,Não,15.39,2012-08-25,0.25,0.28571428571428575,0.3241758241758242,0.47368421052631576,0.301764025448236,0.29819259687680744,0.30533545401966455
A-0946,1,5.5,100,Isolador,Zona Norte,Sim,4.68,2020-10-11,0.125,0.11134453781512606,0.09784446322907861,0.05263157894736842,0.10688540442648564,0.10825095064497303,0.10551985820799824
A-0947,2,21.4,200,Cabo,Zona Sul,Não,10.78,2010-08-18,0.25,0.44537815126050423,0.22675401521555363,0.15789473684210525,0.2728913085009775,0.253353493374927,0.2924291236270279
A-0948,1,10.1,100,Seccionalizador,Centro,Não,8.13,2024-02-03,0.125,0.20798319327731096,0.17075232459847844,0.05263157894736842,0.14808549392974257,0.13978717460201148,0.15638381325747366
A-0949,2,14.7,200,Cabo,Centro,Não,12.0,2012-12-04,0.25,0.3046218487394958,0.25253592561284866,0.15789473684210525,0.2524746211159643,0.24701243624201472,0.25793680598991386
A-0950,2,14.3,100,Religador,Zona Sul,Sim,12.13,2024-11-28,0.25,0.29621848739495804,0.25528317836010145,0.05263157894736842,0.24109180888175888,0.23646996014226307,0.2457136576212547
A-0951,5,17.9,1000,Cabo,Zona Oeste,Sim,35.56,2017-07-25,0.625,0.37184873949579833,0.7504226542688082,1.0,0.6494965441798021,0.6748116702302223,0.624181418129382
A-0952,2,7.3,500,Isolador,Centro,Sim,13.78,2023-07-28,0.25,0.14915966386554622,0.2901521555367709,0.47368421052631576,0.2642460004867721,0.27433003410021745,0.2541619668733267
A-0953,2,23.8,200,Cabo,Zona Sul,Sim,13.13,2013-11-17,0.25,0.49579831932773116,0.2764158918005072,0.15789473684210525,0.2978739050899089,0.27329407315713583,0.32245373702268204
A-0954,1,7.7,200,Transformador,Zona Norte,Sim,10.18,2021-08-05,0.125,0.15756302521008406,0.21407438715131022,0.15789473684210525,0.1615243948716204,0.15826809235061198,0.1647806973926288
A-0955,1,6.8,1000,Cabo,Zona Sul,Não,9.99,2020-10-09,0.125,0.13865546218487396,0.21005917159763313,1.0,0.24074884391626475,0.23938329769777733,0.2421143901347521
A-0956,0,6.6,200,Isolador,Zona Oeste,Sim,4.68,2019-01-25,0.0,0.13445378151260504,0.09784446322907861,0.15789473684210525,0.07203356895545512,0.05858819080419461,0.08547894710671561
A-0957,0,6.2,100,Transformador,Zona Oeste,Não,4.8,2023-03-26,0.0,0.12605042016806725,0.1003803888419273,0.05263157894736842,0.06058735858092849,0.04798231656412176,0.0731924005977352
A-0958,2,6.2,200,Seccionalizador,Zona Sul,Sim,11.65,2021-11-11,0.25,0.12605042016806725,0.24513947590870666,0.15789473684210525,0.214541400490436,0.22693635847362925,0.2021464425072427
A-0959,4,8.7,500,Transformador,Centro,Não,26.42,2018-04-06,0.5,0.1785714285714286,0.5572696534234995,0.47368421052631576,0.45026360279396715,0.4824064599368243,0.41812074565111
A-0960,2,8.9,200,Religador,Zona Oeste,Não,14.46,2020-07-07,0.25,0.18277310924369752,0.3045224006762468,0.15789473684210525,0.24370081573582408,0.2504235048114543,0.23697812666019383
A-0961,5,8.8,200,Transformador,Zona Norte,Não,30.85,2017-05-09,0.625,0.18067226890756308,0.650887573964497,0.15789473684210525,0.4971901996550723,0.5416229727643159,0.45275742654582857
A-0962,1,7.1,500,Seccionalizador,Centro,Não,8.81,2019-04-14,0.125,0.14495798319327732,0.18512256973795435,0.47368421052631576,0.18189678861267336,0.1799009902933456,0.18389258693200108
A-0963,1,14.3,500,Cabo,Zona Norte,Sim,11.18,2020-05-08,0.125,0.29621848739495804,0.23520710059171596,0.47368421052631576,0.22717424870913797,0.21005239996964217,0.2442960974486338
A-0964,2,9.5,1000,Transformador,Zona Oeste,Não,13.88,2021-09-02,0.25,0.19537815126050423,0.2922654268808115,1.0,0.3267552583163443,0.3322174431902939,0.3212930734423947
A-0965,0,11.3,50,Transformador,Zona Oeste,Não,1.5,2015-12-30,0.0,0.23319327731092443,0.030642434488588333,0.0,0.05583138580876139,0.032512058077668944,0.07915071353985383
A-0966,0,3.7,200,Transformador,Centro,Não,3.12,2024-08-31,0.0,0.07352941176470588,0.06487743026204565,0.15789473684210525,0.0499585851157654,0.04260564393929481,0.05731152629223599
A-0967,4,2.7,500,Transformador,Zona Sul,Não,27.21,2024-03-02,0.5,0.05252100840336135,0.5739644970414202,0.47368421052631576,0.4300619718457299,0.47480987100539374,0.385314072686066
A-0968,3,13.3,500,Seccionalizador,Zona Oeste,Não,19.23,2018-09-19,0.375,0.2752100840336135,0.40532544378698226,0.47368421052631576,0.37400807099544897,0.3839870625920876,0.3640290793988103
A-0969,1,14.7,200,Isolador,Centro,Não,7.14,2016-02-14,0.125,0.3046218487394958,0.14983093829247676,0.15789473684210525,0.17166312491985272,0.15370094004590312,0.1896253097938023
A-0970,2,3.5,100,Isolador,Zona Norte,Não,9.36,2024-08-02,0.25,0.06932773109243698,0.1967455621301775,0.05263157894736842,0.1781523727522775,0.1962195996430338,0.16008514586152117
A-0971,0,3.1,500,Transformador,Zona Sul,Não,3.21,2022-12-17,0.0,0.060924369747899165,0.06677937447168217,0.47368421052631576,0.07958710734371606,0.07349467036892615,0.08567954431850598
A-0972,0,18.9,500,Seccionalizador,Zona Norte,Não,4.46,2024-11-22,0.0,0.3928571428571429,0.09319526627218935,0.47368421052631576,0.15389842950571697,0.11461271522000267,0.19318414379143126
A-0973,1,5.5,50,Seccionalizador,Centro,Sim,8.36,2021-01-09,0.125,0.11134453781512606,0.17561284868977173,0.0,0.12495276216995674,0.12631830838844413,0.12358721595146932
A-0974,2,4.7,200,Transformador,Zona Sul,Sim,14.1,2023-12-31,0.25,0.09453781512605043,0.29691462383770073,0.15789473684210525,0.22377142386073084,0.2393176423481258,0.2082252053733359
A-0975,2,3.1,100,Religador,Zona Oeste,Não,11.56,2023-10-08,0.25,0.060924369747899165,0.24323753169907014,0.05263157894736842,0.19041929135403773,0.2093268543792478,0.17151172832882763
A-0976,1,3.1,200,Transformador,Zona Sul,Não,7.86,2024-02-01,0.125,0.060924369747899165,0.16504649196956891,0.15789473684210525,0.12748829522466104,0.13389585824987113,0.12108073219945095
A-0977,0,30.8,50,Religador,Zona Sul,Sim,0.68,2006-09-04,0.0,0.642857142857143,0.013313609467455622,0.0,0.1325655114116653,0.06827979712595099,0.1968512256973796
A-0978,3,7.4,200,Transformador,Zona Norte,Sim,17.62,2019-07-08,0.375,0.1512605042016807,0.371301775147929,0.15789473684210525,0.3074321070689254,0.3298060566487573,0.2850581574890934
A-0979,3,6.4,200,Religador,Centro,Não,16.85,2020-09-07,0.375,0.13025210084033614,0.3550295857988166,0.15789473684210525,0.29834876959192275,0.3228235595078891,0.27387397967595634
A-0980,3,2.9,200,Religador,Zona Sul,Não,20.02,2024-09-11,0.375,0.05672268907563025,0.42202028740490277,0.15789473684210525,0.3037400977208074,0.3355678288132444,0.2719123666283704
A-0981,5,1.5,200,Transformador,Zona Norte,Sim,31.09,2024-02-25,0.625,0.027310924369747903,0.6559594251901943,0.15789473684210525,0.4680394861152184,0.5278083936782436,0.4082705785521932
A-0982,2,24.6,500,Religador,Zona Oeste,Não,15.12,2012-03-18,0.25,0.5126050420168068,0.3184699915469146,0.47368421052631576,0.3454304269200673,0.3191699227183866,0.37169093112174795
A-0983,2,16.6,100,Cabo,Centro,Não,12.87,2019-03-30,0.25,0.34453781512605053,0.27092138630600165,0.05263157894736842,0.25544713681174747,0.2459933552991424,0.2649009183243525
A-0984,3,9.2,100,Isolador,Zona Norte,Não,14.45,2016-12-25,0.375,0.18907563025210086,0.3043110735418427,0.05263157894736842,0.28437160600770983,0.30296404298249974,0.2657791690329199
A-0985,2,6.6,500,Seccionalizador,Zona Norte,Não,15.48,2019-12-30,0.25,0.13445378151260504,0.3260777683854607,0.47368421052631576,0.2720825078707908,0.2836371297195303,0.2605278860220513
A-0986,2,9.0,100,Religador,Zona Oeste,Não,12.74,2023-07-30,0.25,0.18487394957983197,0.2681741335587489,0.05263157894736842,0.22269018787832792,0.2292027929203447,0.2161775828363111
A-0987,2,8.8,1000,Religador,Centro,Sim,16.08,2020-08-13,0.25,0.18067226890756308,0.3387573964497041,1.0,0.3377616727164239,0.34469444582566755,0.33082889960718015
A-0988,6,20.3,500,Seccionalizador,Centro,Não,38.52,2017-05-24,0.75,0.42226890756302526,0.8129754860524092,0.47368421052631576,0.6757148483809594,0.7084879576246569,0.6429417391372619
A-0989,4,10.9,200,Religador,Centro,Sim,25.6,2022-11-24,0.5,0.22478991596638662,0.5399408284023669,0.15789473684210525,0.42272970539819793,0.45025071380155923,0.3952086969948366
A-0990,1,5.4,1000,Seccionalizador,Zona Oeste,Não,10.62,2021-09-25,0.125,0.10924369747899161,0.22337278106508873,1.0,0.23886057381532494,0.24043620406742577,0.2372849435632241
A-0991,6,4.3,50,Transformador,Centro,Sim,28.09,2024-10-12,0.75,0.0861344537815126,0.5925612848689772,0.0,0.49499527621699574,0.5613818308388444,0.4286087215951469
A-0992,1,8.1,200,Cabo,Centro,Não,9.4,2018-09-23,0.125,0.16596638655462187,0.19759087066779374,0.15789473684210525,0.15826001219547303,0.15416337354001083,0.1623566508509352
A-0993,3,6.8,200,Cabo,Centro,Sim,20.86,2021-01-23,0.375,0.13865546218487396,0.4397717666948436,0.15789473684210525,0.3254520961296384,0.349086549911151,0.30181764234812575
A-0994,1,10.6,200,Isolador,Zona Sul,Não,6.26,2017-01-18,0.125,0.21848739495798322,0.1312341504649197,0.15789473684210525,0.1488571978152831,0.13950845831948477,0.1582059373110814
A-0995,3,1.2,1000,Religador,Centro,Sim,21.16,2024-03-14,0.375,0.02100840336134454,0.44611158072696533,1.0,0.3880351548903585,0.42343431455422403,0.3526359952264929
A-0996,4,9.1,50,Isolador,Zona Norte,Não,17.41,2024-03-16,0.5,0.18697478991596642,0.3668639053254438,0.0,0.34745412958082644,0.3787566505892298,0.3161516085724231
A-0997,3,3.6,200,Transformador,Centro,Não,16.55,2024-07-29,0.375,0.07142857142857144,0.34868977176669486,0.15789473684210525,0.2846821194999333,0.31503926235707613,0.2543249766427904
A-0998,3,5.0,200,Cabo,Zona Norte,Não,18.53,2020-04-12,0.375,0.10084033613445378,0.3905325443786982,0.15789473684210525,0.3031173042247108,0.33053327061126536,0.2757013378381561
A-0999,2,7.4,200,Transformador,Zona Sul,Não,13.77,2022-09-05,0.25,0.1512605042016807,0.28994082840236685,0.15789473684210525,0.23302382304525673,0.24289777262508866,0.22314987346542478
A-1000,4,22.4,100,Transformador,Zona Norte,Sim,21.35,2009-07-07,0.5,0.4663865546218488,0.45012679628064245,0.05263157894736842,0.4335785077032993,0.4369398522411144,0.4302171631654842
